微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KFTnpDSqQ,【华威拒信】学生：叔，报个华威统计拒信//bg：985 统计85.6 带差一分合格托带G320//理由：竞争激烈//中介推测是因为三学期的数学分析中其中一学期的分数比较低，可是我后面专业课都90+（纯数学的实变函数99）软背景也有一些，咱们就是说心态有点崩//攒攒人品，️祝大家和我都能申请顺利，offer多多 ,,无,无,无,2021-11-04 16:10,微博 weibo.com,55,0,14
KFTbeAwH1,【华威拒信】学生：叔，报个拒信：华威statistics。中外合作2+2，英本80+，10.19-11.3。拒的有点快哈  ,,无,无,无,2021-11-04 15:40,微博 weibo.com,13,1,14
KFT7c290v,【杜伦Offer】学生：大家好，报一个刚发的offer。杜伦 mgt  tl:10.16-11.4bg:985 传播学类 85  ,,无,无,无,2021-11-04 15:30,微博 weibo.com,7,0,1
KFT37rEzd,【华威拒信】学生：发个华威Mkt&str 拒信攒人品555 第一个就是拒信 希望赶快让我收到一封offer  bg：双非中外合作 国内87国外89 tl：10.22-11.4模版拒 理由竞争激烈[苦涩]  ,,无,无,无,2021-11-04 15:20,微博 weibo.com,11,1,11
KFSV16wvM,【博士Offer】学生：报Offer。Essex linguistics PhD。直接给的uncon，一月开学。背景：国内青岛末流985英专，爱大语言学Master（第一学期成绩不错，70+，第二学期拉胯，综合下来是Merit）但申请时刚好只出了第一学期的成绩所以老师还算满意。试过Ucl和爱大两个方向还算符合的老师，但是两个人都倾向于招coding 基础和会modeling 的学生，其他学校没有我想做的方向老师，和Essex老师聊的很顺利。于是选择了Essex ,,无,无,无,2021-11-04 15:00,微博 weibo.com,23,1,16
KFSQWqvob,【利兹Offer】学生：叔～报一个利兹ma professional language and intercultural studies的offer～想问下大家这个专业好下，没想到这么离谱，递交了四个小时直接就给我下offer了。con80bg：双非 汉语国际教育 88 雅思7 没有交cv的地方 学校做过留学生助教  ,,无,无,无,2021-11-04 14:50,微博 weibo.com,9,0,12
KFSMSDKlg,【布大拒信】学生：大家好，报个布里斯托data science的拒信，bg是前十加本计算机专业，均分换算成英制分数应该是差一点到一等[开学季]原因是成绩没有达到专业的要求（也不知道是不是有一门计组专业课分太低，但我本来以为ds和这课关系不大），保底校两连拒了，心态崩了[开学季][开学季][开学季]  ,,无,无,无,2021-11-04 14:40,微博 weibo.com,4,0,21
KFSIPc8zl,【杜伦Offer】学生：叔 报个offer 杜伦llm：corporate law211，均分85，已毕业，带不合格语言tl：10.17-10.25原本con了毕业均分87，雅思7。25号下offer当天就argue了，11.3学校回复了邮件，说均分是他们工作出错了，语言差的也不多，就直接换成uncon啦！另外还有个问题就是，学校说还需要提交一个正式的毕业证翻译件。我之前提交的那份是本科学校自己翻译的，盖了档案室的公章，想问问大家一般提交的正式的毕业证翻译件都需要些什么东西呀 ,,无,无,无,2021-11-04 14:30,微博 weibo.com,6,1,7
KFSG0B7rl,【今日汇率】2021年11月4日：1英镑=8.76人民币1港币=0.82人民币1新元=4.75人民币1澳元=4.77人民币1欧元=7.43人民币1加元=5.17人民币1美元=6.40人民币中国银行钞/汇卖价，仅供参  ,,无,无,无,2021-11-04 14:23,微博 weibo.com,4,0,0
KFSELsFOS,【利兹拒信】学生：叔，报一个利兹acs的拒信，理由是相关课程不足，不是跨专业，想问下uu们要不要argue...bg: 加本top10，gpa87，computer engineering  ,,无,无,无,2021-11-04 14:20,微博 weibo.com,3,0,9
KFSwF7xgF,【英国Offer】学生：Cook叔，我来报个offer为梦校攒好运克兰菲尔德lscm，tl：10.24-10.28，con85。bg：魔都双非一本，物流管理，均分90.5  ,,无,无,无,2021-11-04 14:00,微博 weibo.com,3,0,1
KFSsAtJxZ,【布大拒信】学生：叔，报个拒信，布里斯托film&tv tl：10.19-11.4 低均分陪跑选手，理由当然就是分不够～布里斯托是我喜欢的城市，看来以后只能旅行去啦～祝大家好运连连  ,,无,无,无,2021-11-04 13:50,微博 weibo.com,3,0,9
KFSox3daX,【香港Offer】学生：叔，报个港科大offer，Big Data Technology，tl：9.30-11.04，con70bg：帝都985 CS 均分87 托福100  ,,无,无,无,2021-11-04 13:40,微博 weibo.com,28,2,32
KFSlhr3ZA,【香港申请】学生：大家好，我想问一下大家，关于港大fin 和 Ba的申请流程中是需要面试吗？去官网看了一下说是基本大概率上都没有面试，但中介说是Kira面，在各平台看到的面试相关的面经也好像没有！十分感谢！  ,,无,无,无,2021-11-04 13:32,微博 weibo.com,7,1,8
KFScm4gT6,【剑桥申请】学生：大家好，请问剑桥的申请状态现在显示为Under review by the Degree Committee是不是说明胜算还可以啦？  ,,无,无,无,2021-11-04 13:10,微博 weibo.com,21,0,14
KFS8jcX9v,【诺丁汉申请】学生：大家好，我想投稿问一下留位费的问题我想问下大家，诺丁汉发的offer里只说了要在开课前15天提交2000英镑办CAS，那我在接受之后还需要交2000英镑的留位费吗？ 还在等其他的学校，就怕交了留位费后如果不去就把钱浪费了。  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1gw2f63c4qej20i204sdg4.jpg,无,无,2021-11-04 13:00,微博 weibo.com,8,0,4
KFS4euKUp,【港中文申请】学生：大家好，收到了cuhk fin的面试邀请，可不可以麻烦问问大家有没有交流群[开学季]还想知道这一批收到面试的同学多吗 往年面试淘汰率怎么样呢[苦涩]tl：9月底提交，10月中下update了信息，昨天收到面试面试时间是11.11群面[苦涩][苦涩][苦涩]  ,,无,无,无,2021-11-04 12:50,微博 weibo.com,12,1,17
KFS0b21Vp,【曼大申请】学生：大家好，我想问下这两天有没有小伙伴也收到曼大CPM的邮件让交大四的课程，还有哇，推荐信明明上传了，曼大还让传？这是群发的吧？应该不只是针对我的申请吧？谢谢！  ,,无,无,无,2021-11-04 12:40,微博 weibo.com,12,1,18
KFRS3wVcx,【爱丁堡申请】学生：大家好，我想问问大家，有没申请爱丁堡climate change finance  and investment这个项目的? 9月底投了到现在也没消息，有朋友知道大概什么时候放榜吗？也欢迎知道这个项目情况/已经申请有消息 的友友积极评论，谢谢大家[开学季][开学季][开学季]  ,,无,无,无,2021-11-04 12:20,微博 weibo.com,13,0,10
KFRBP8z3x,【曼大申请】学生：大家好，我想请问下曼大今年开始审理材料是必须要等到教授网推推荐信之后才开始，还是说学校在收到推荐信之前就开始审理了。还有就是学校大概多长时间会给教授发网推链接呢？谢谢！  ,,无,无,无,2021-11-04 11:40,微博 weibo.com,8,0,5
KFRAVgvXf,【华威Offer】Offer：华威tesol，报offer为接下来的学校攒人品。希望能给大家一点参考，tl是10.15推荐信齐-11.3收到offer。bg211理工专业82.7和英语87.4双学位，雅思8分。两年英语老师工作经验，高中教资tkt三笔证书  ,,无,无,无,2021-11-04 11:37,微博 weibo.com,9,1,11
KFRxLivqQ,【曼大申请】学生：大家好，想问下现在有多少申请了曼大商学院的同学的Status一直都是Payment Pending呢？我交完申请费已经十多天了，毫无变化，想知道有一样的同学吗？或者应该怎么解决呢？谢谢大家！  ,,无,无,无,2021-11-04 11:30,微博 weibo.com,6,1,9
KFRpE8w1W,【学生投稿】学生：大家好，我想投稿问下大家 应届毕业生如果签了工作的三方协议 违约选择出国会对出国有影响吗？谢谢！  ,,无,无,无,2021-11-04 11:10,微博 weibo.com,6,0,4
KFRo6BeDN,【LSE拒信】学生：报一个LSE拒信LLM 华东五院，88，托福100+，三年奖学金，国家大创10.14—11.4拒，理由竞争激烈本来就是报着试试，意料之中，希望大家都能offer多多～  ,,无,无,无,2021-11-04 11:06,微博 weibo.com,7,0,4
KFRkakAr2,【KCL拒信】学生：投个稿 KCL的Digital marketing的拒信，10.21-10.26-11.3拒，QS100内英本64 marketing专业  ,,无,无,无,2021-11-04 10:56,微博 weibo.com,9,1,10
KFRhwxTHJ,【墨尔本Offer】学生：叔，报个offer，之前咨询了三个方向，考虑到以后就业还是选择了工程管理墨尔本engineering management(一年制) 10.26-11.2 带5000奖学金学校会自动匹配奖学金，貌似给的比例还挺高(可能是学费涨的太凶了)。如果要赶春季开学的话，貌似ddl是11.30。另外这个专业不需要ps和推荐信本科专业符合的话可以直接申，不符合需要两年工作经验。背景是国内211，均分83+，城乡规划，工作4年 ,,无,无,无,2021-11-04 10:50,微博 weibo.com,3,0,1
KFR9qeWY7,【香港申请】学生：Uu 们想问一下投错了专业可以撤销吗？系统上能不能不留下记录有没有Uu投了4个专业的香港学校我的梦校中介给我投错了… 还想多投一个专业来着 真的心态崩了  ,,无,无,无,2021-11-04 10:30,微博 weibo.com,0,0,5
KFQP7cNBi,【曼大申请】学生：大家好，我收到曼大通知要交最后一年课表，但是我们学校官方是不开这个的，所以没有英文官方文件。想问下这种情况一般怎么解决呀，自己做个表格找学院盖章这种可以吗？谢谢！  ,,无,无,无,2021-11-04 09:40,微博 weibo.com,14,0,5
KFQCW8mCO,【22fall申请】学生：大家好，想投一个稿，问一下院校建议。BG：两电一邮211，ee方向，均分89.99，专业课分都还不错，不过高数上成绩比较低。国奖1次，互联网➕国铜，两个国家级大创，与专业无关专利一项，雅思7/6，gre320（151+169）+3.应该还要冲一次gre，gre太太低了。雅思小分也不够。目前选校：epfl：communication system（彩票）IC：Computing （Management and finance彩票）第二志愿 CSPUCL： computer graphics vision and imaging爱宝：AIUBC: ece MengNUS: computing general trackNTU：MSAI 和signal processing想问一下大家还有哪些学校和专业推荐，以后想转码，对欧洲学校也挺感兴趣的但是不太了解。谢谢大家！ ,,无,无,无,2021-11-04 09:10,微博 weibo.com,26,0,24
KFQyUctdk,【荷兰申请】学生：大家好，求一个选专业建议：阿姆斯特丹大学的本科media&culture和sociology的offer。对这两个领域都蛮感兴趣的，但是一来担心media&culture太文太理论不好找工作，二来因为不太擅长数学怕跟不上sociology的教学（老是听说荷兰本科恐怖的毕业率。。。）求大家的建议或就读体验，感谢！ ,,无,无,无,2021-11-04 09:00,微博 weibo.com,16,1,10
KFQuOEl3Y,【香港申请】学生：大家好，我想投稿一下，问一下选校建议，谢谢大家！  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1gw2dcm04fhj20u01hcn09.jpg,无,无,2021-11-04 08:50,微博 weibo.com,11,2,11
KFQqLtdAY,【UCL申请】学生：大家好，我是考的GMAT online，在GMAT官网送分那里没有找到我要送分的项目（ucl的finance），这种情况下应该怎么办呀？谢谢！  ,,无,无,无,2021-11-04 08:40,微博 weibo.com,3,0,7
KFQmHtgqc,【爱丁堡申请】学生：投稿求助下，谢谢大家！爱丁堡大学不接受电子成绩单，但我现在正在上班没有办法去学校办理，它上面说可以从学校的邮箱地址直接把成绩单发到futurestudents@ed.ac.uk，请问，可以通过我自己的stu.edu的邮箱发送吗？谢谢大家！  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/6cbca238gy1gw2d9tjaoxj20ku099q4c.jpg,http://ww3.sinaimg.cn/large/6cbca238gy1gw2d9tm35rj20xi04edgr.jpg",无,无,2021-11-04 08:30,微博 weibo.com,12,1,12
KFQiDC69J,【23fall申请】学生：投稿一下选校，想问问大家的建议，谢谢大家！  原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1gw2d8lezovj20u01uote6.jpg,无,无,2021-11-04 08:20,微博 weibo.com,58,0,18
KFQ6t1BdS,【学生投稿】学生：大家好～请问一个推荐信的问题～ 我有一个非常熟悉而且带了我三四门课的老师（每门成绩都在90 ），暑假向他要推荐信时他很爽快地答应给我写。我那时候非常想当然地认为会是强推（因为关系真的还不错，会微信聊近期读的书看的影片的那种）。前几天我写了一个蛮多内容的草稿给他，但他发回来的推荐信变成了模版推（有和同学确认过就是模版，除了第二段描述性格、成绩的内容其他部分全都一样的，也没什么细节），他自己也说是确实太忙了没空现写。现在的问题是：我另有一个带了我一门课的老师，那门课成绩也比较一般，但这个老师基本不care推荐信内容，写的不特别离谱就会给签。我想问我是放弃模版推再找后面这个老师签一封（自己写的）强推，还是继续用这个老师的模版推呢？谢谢大家！ ,,无,无,无,2021-11-04 07:50,微博 weibo.com,89,0,10
KFPQedHgO,【英国申请】学生：大家好，我想请教一下大家我该选择哪一个学校，我拿到了埃克塞特的金融经济和约克的经济与公共政策（申经济学被调剂）的录取，想以后进国企或互联网大厂，请问一下经济与公共政策专业可以进互联网大厂吗？谢谢！  ,,无,无,无,2021-11-04 07:10,微博 weibo.com,4,0,8
KFPMb3FX6,"【曼大申请】学生：大家好，我想咨询一下曼大这个专业开了没 非常感谢 麻烦大家了！请问有申请曼彻斯特大学MSc International Development: Globalisation, Trade and Industry的uu吗？为什么申请系统里找不到这个专业哇？专业链接上写的是开放的  ",,无,无,无,2021-11-04 07:00,微博 weibo.com,3,0,2
KFN8C6nrP,【港新申请】学生：求选校，谢谢大家！Offer：NTU的市场营销和CUHK的市场营销。以后就业方向想去快消或者互联网等甲方的公司市场部  ,,无,无,无,2021-11-04 00:17,微博 weibo.com,79,0,28
KFN80i0UW,【曼大申请】学生：大家好，我想发个投稿～想问下曼大有llm的朋友发wl嘛 中介说每个人都会发wl…怎么觉得不太可信呢哈哈哈  ,,无,无,无,2021-11-04 00:15,微博 weibo.com,1,0,1
KFN3xENC5,【学生投稿】学生：大家好，我想问一下：中外合作专业能拿中方和外方两个学位证，网申系统只填了一个有影响吗？会降低录取率吗？谢谢！  ,,无,无,无,2021-11-04 00:04,微博 weibo.com,7,0,6
KFN1mCqwB,【香港申请】学生：大家好，我想问下香港学校第一轮中申请早晚差距大吗[苦涩]比如说港中文llm第一轮截止是1月28，现在申请跟1月的时候申请差别大吗[苦涩]  ,,无,无,无,2021-11-03 23:59,微博 weibo.com,14,1,13
KFMYIFQlv,【22Fall申请】学生：希望大家可以帮忙看一下选校定位；因为选校感觉比较激进（）所以也希望大家给一些保底校的建议！祝大家申请顺利！！  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1gw2ee8r4z6j20ht12iq5j.jpg,无,无,2021-11-03 23:52,微博 weibo.com,64,2,18
KFMUm0N7P,【LSE申请】学生：打扰大家啦。我10.5报了LSE，之前听说过LSE的玄学现象，就是Transcript沉底。但我在lse for you中发现目前我的Transcript后缀是degree pending 1而不是degree pending。可不可以借这个平台问一下大家(或者已经申请过lse的过来人)，看看这算不算是另外一种发拒信的玄学。图1这是别人的，图2这是我的我目前至少听说过3个去年申请LSE的学长/姐，他们也和我一样，后缀带了degree pending 1，就算Transcript沉底，最后也收到的是拒信如果是真的话，我就可以死心了，不用期待了 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/6cbca238gy1gw2e2m4pgvj21b80laaix.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1gw2e2jq3xaj20hs0baq3f.jpg",无,无,2021-11-03 23:41,微博 weibo.com,36,2,55
KFMS5BT4s,【英国签证】学生：叔，看好久没人说过签证了，来报一个现在的签证tl，给准备12月/1月飞的朋友做参考（顺便求1月飞伦敦的飞友）：【tl】10.22北京递签——11.2邮件通知出签，11.3签证中心自取（还有一个朋友更快：10.21北京递签——10.28出签）注：都是普签，不加急，也没被抽查补材料【体验】可能现在淡季，完全不用排队，最早一波是9点，但是8:45就可以进去了，基本不看预约时间，到了就能办理，从进门到确认资料到拍照指纹到出门全程10分钟搞定，总之就是过程流程，出签也快，也完全不需要其他费用(甚至我自取的连92元邮费都没交)，体验感很好，祝准备近期去办签证的友友都出签顺利呀～ ,,无,无,无,2021-11-03 23:36,微博 weibo.com,6,0,1
KFMQOEKT9,【曼大申请】学生：大家好，我想问下大家申曼大环发development finance或者development econ policy的都是什么水平的bg大概我双非一本gpa3.45还有希望试一下吗？看到某红书好多人发都是985/211 86-89均分的人去申，我以为环发会好一些，但感觉是不是今年bar会飞增啊  ,,无,无,无,2021-11-03 23:33,微博 weibo.com,22,1,14
KFMNC7SJD,【UCL申请】学生：大家好，昨天凌晨收到了ucl finance的math test通知 想问问ucl的笔试面试淘汰率高嘛？谢谢！  ,,无,无,无,2021-11-03 23:25,微博 weibo.com,9,1,12
KFMNqhwhv,"【利兹Offer】学生：再报个offer。利兹Society Culture and Media, uncon，原来这专业还是要人的啊。 bg top 100 英本数字媒体社会学相关的，high 2:1。 不过应该不会去了，位置让给有缘人。  ",,无,无,无,2021-11-03 23:24,微博 weibo.com,3,1,2
KFMNbx8yR,【伯明翰offer】叔报个offer，伯明翰Communication Engineering，10.29申请11.3拿到offer，con75。BG：中游985  均分85  ,,无,无,无,2021-11-03 23:24,微博 weibo.com,3,0,0
KFMKQaoli,【英澳Offer】学生：叔 再来报个喜悉尼 10.18-11.3录取Logistics and Supply Chain Management克兰9.30-10.9录取Supply Chain and Logistics Management现在准备UCD的供应链面试，希望顺利！Bg: 双非二本 国际商务专业 均分91.59  ,,无,无,无,2021-11-03 23:18,微博 weibo.com,7,1,8
KFMKyqu0U,【英国Offer】学生：叔，报两个offer南安 global advertising and branding 约克 social media management bg:独立学院 网络与新媒体 83我的申请算是结束啦，也祝大家能拿到心仪的offer~  ,,无,无,无,2021-11-03 23:17,微博 weibo.com,6,0,6
KFMICcSNg,【曼大申请】学生：大家好，我想投稿问下曼大申请相关。想问下大家曼大是不是没有其他学校那种可以追踪申请进度的系统，我申的是ie(tesol)这个专业，谢谢大家！  ,,无,无,无,2021-11-03 23:12,微博 weibo.com,10,0,5
KFMIhuA8L,【爱丁堡申请】学生：大家好，我想问一下大家：爱丁堡llm发邮件让我补材料，在myed里看到要提交百分制均分证明和语言成绩证明，但是语言成绩证明下面是这么写的，请问这是一定要提交还是可以等到申请成功之后再提交呀？谢谢！  ,,无,无,无,2021-11-03 23:12,微博 weibo.com,6,0,17
KFMEJ4yGQ,【格拉拒信】学生：叔报个拒信攒攒人品 申请季很难啊 格拉civil engineering and management bg：211 83-84  ,,无,无,无,2021-11-03 23:03,微博 weibo.com,3,0,5
KFMErCgE8,【华威Offer】学生：叔，报个offer！华威统计 tl：10.27—11.03  bg：末985 统计88  .很开心兜底兜住了 希望后面的申请都能顺顺利利 也祝大家offer多多！  ,,无,无,无,2021-11-03 23:02,微博 weibo.com,13,0,5
KFMC4pJDd,【华威Offer】Offer：华威大学 Statistics (MSc）bg:末流985+均分83，雅思6.5tl：10.14-11.3  ,,无,无,无,2021-11-03 22:56,微博 weibo.com,19,0,18
KFMrbeXAw,【英国传媒申请互助群】目前：252/300人群体：准备申22fall和申了21all的同学入群方式：微博私信我你要加的群，因为要手动拉群，比较慢。群规则：1.群内不允许发广告信息，友善讨论，否则T群处理2.看到传媒申请实用信息欢迎转群内互通信息有无3.请改好自己群名片，昵称+所申专业，方便找队友，按群名片定期清群4.群内新老生都有，不分入学时间 ,,无,无,无,2021-11-03 22:30,微博 weibo.com,5,0,2
KFMf0idJC,【英国】伯明翰大学航拍 崔钟博汶Cook的微博视频  ,,无,无,无,2021-11-03 22:00,微博视频号,10,0,1
KFLk9B0ks,【布大拒信】学生：报个拒信10.26-11.2 布里斯托Labour Law and Corporate Governance。华政 均分87.6。理由：分数不够。[苦涩][苦涩]麻中麻求个安慰[苦涩]  ,,无,无,无,2021-11-03 19:40,微博 weibo.com,83,0,33
KFLdg3K3p,"【香港申请】学生：大家好，我想投稿问一下港中文西北dmdp 一定要有writing sample吗中介说是optional，但好像大家都有writing sample,想问下有没有没ws也录取的哇  ",,无,无,无,2021-11-03 19:23,微博 weibo.com,7,0,8
KFL7Z1Bqw,【LSE申请】学生：报个lse二志愿PPA拒信 10.16推荐信齐-11.2拒 bg：211社科专业 均分90+ 一志愿ISPP在wl  ,,无,无,无,2021-11-03 19:10,微博 weibo.com,6,2,15
KFL3WpG7C,【英国申请】学生：大家好，我想投稿，我是英本，但是我大一是走的国际大一课程从一月初到八月底，这样的话，申请英国研究生可以雅思豁免吗？谢谢！  ,,无,无,无,2021-11-03 19:00,微博 weibo.com,4,0,2
KFKRL82Gl,【香港申请】学生：叔，报港中文llm两个推研～ tl：9.28网申-10.12材料寄到-11.2推研（cl下午来的 cbl晚上来的） 祝大家申请一切顺利！顺便想问下大家这两个专业怎么选呢？就读有什么差别嘛？未来准备回来考公，对专业没什么特别偏好，谢谢！  ,,无,无,无,2021-11-03 18:30,微博 weibo.com,3,0,3
KFKJD3IAb,【英港申请】学生：大家好，想投稿一下选校，谢谢大家！  原图 ,,https://wx4.sinaimg.cn/large/6cbca238gy1gw22902sdej20gg0zk75a.jpg,无,无,2021-11-03 18:10,微博 weibo.com,25,1,21
KFKFAF0mL,【南安Offer】学生：投稿一个offer给低均分选手们一些信心南安 Logistics and Supply Chain Analyticsbg：中游985 生物/英语双学位 77.8/79.1 一年供应链工作经验 雅思7（6）con：雅思7（6.5），奖学金要7.5（7）tl:9.30-10.5  ,,无,无,无,2021-11-03 18:00,微博 weibo.com,12,1,4
KFKxsDZkU,【格拉拒信】学生：叔，报个拒信攒人品，格拉斯哥ihrm，日本本科，工商管理本，均分91.5，排名3/362，无雅，原因是说我核心课程不够多。tl：10.12-11.3  ,,无,无,无,2021-11-03 17:40,微博 weibo.com,8,0,16
KFKlh4JZl,【澳洲Offer】学生：叔，报个申请季第一个offer墨尔本 Applied linguistics ，con8210.8—11.3bg双非汉语言文学90+，辅修双学位法学  ,,无,无,无,2021-11-03 17:10,微博 weibo.com,4,0,2
KFK94ieMp,【香港】香港城市大学部分专业的文书要求  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/6cbca238gy1gw21w2ary5j20xc0godmh.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1gw21w4edqnj20u08mlhdt.jpg",无,无,2021-11-03 16:39,微博 weibo.com,40,8,0
KFK53tSnh,【布大拒信】学生：叔 报拒信攒人品 布里斯托ef 我的bg是985 均分85 雅思6.5（6） 给的理由是竞争激烈  ,,无,无,无,2021-11-03 16:30,微博 weibo.com,32,2,26
KFJWVmgF1,【荷兰Offer】学生：老师好，报个Offer，自己diy的。荷兰 莱顿大学 Data Science: Computer ScienceConditionally admitted条件是给学校提交毕业证和成绩单的official copytl: 10.8-11.2  ,,无,无,无,2021-11-03 16:10,微博 weibo.com,10,0,12
KFJONv9f7,【华威Offer】Offer：华威大学 Polymer Science (MSc）bg：双非180+ 均分86 无雅 tl：10.11-11.2  ,,无,无,无,2021-11-03 15:50,微博 weibo.com,11,0,3
KFJKK7VJ1,【利兹拒信】学生：叔，报一个拒信利兹大学:Data Science and Analyticstl:10月29日diy—11月1日拒信，理由:核心课程分数不够bg:中流工科985 GPA 2.9/4，雅思6.5（5.5），一段科研+学术会议（CAC）+期刊论文（IEEE），两段summer school名校短期游学经历（UCB+早稻田），一个水奖学金GPA真是我的硬伤了，后悔大一大二太浪了 ,,无,无,无,2021-11-03 15:40,微博 weibo.com,23,0,6
KFJyz6Net,【南安Offer】学生：叔，再投稿一个offer南安financebg：包邮区双非财经 84.7 雅7 金融学 con80 不过已经拿到梦校offer啦tl：10.18-11.2  ,,无,无,无,2021-11-03 15:10,微博 weibo.com,4,0,20
KFJadpqcQ,【格拉Offer】学生：叔，我来报个offer攒人品！格拉斯哥IF  tl 10.20-11.3 bg是加本 rank140 10/12 commerce专业无g  ,,无,无,无,2021-11-03 14:10,微博 weibo.com,4,0,0
KFJ25BAQM,【帝国理工申请】学生：大家好，我想投稿问问有没有类似的情况。ICBS申请一志愿是FA，11.2日收到了二志愿IWM的面试邀请。目前portal查到申请状态还是completed，也没收到邮件说进waitlist。文书全是围绕FA写的，请问这样是正常的吗？BG：英本AF 10.9申请 10.27推荐信齐  ,,无,无,无,2021-11-03 13:50,微博 weibo.com,3,0,5
KFIUMB7It,【利兹拒信】学生：报个拒信  211 81 利兹金融拒 10.25-11.2 核心课程分数不够  ,,无,无,无,2021-11-03 13:32,微博 weibo.com,1,0,9
KFIDJCCh3,【英国拒信】学生：大家好，报个拒信攒人品，杜伦，专业Finance (Finance and Investment) ；背景：财经211，均分85.4；理由：Qualifications below required standardFinal degree grade does not meet minimum requirements之前问过中介均分卡85，想问下大家这种情况是不是去argue，argue的话术是怎样？是不是需要找学校开均分证明？ ,,无,无,无,2021-11-03 12:50,微博 weibo.com,7,0,10
KFIvDEA1X,【布大拒信】学生：报个古早拒信 南审财管86.7 雅7.5 布里斯托AF拒 理由：核心课程与项目不符 tl:10.13-10.26  ,,无,无,无,2021-11-03 12:30,微博 weibo.com,4,0,3
KFI7if2af,【布大拒信】学生：叔，来报一个拒信。布里斯托afm，专业课程不符。tl: 10.18-11.3，bg: 两财一贸社科专业，86，两年半审计经验。  ,,无,无,无,2021-11-03 11:30,微博 weibo.com,5,0,4
KFI5jlIx5,【今日汇率】2021年11月3日：1英镑=8.75人民币1港币=0.82人民币1新元=4.75人民币1澳元=4.77人民币1欧元=7.44人民币1加元=5.17人民币1美元=6.41人民币中国银行钞/汇卖价，仅供参  ,,无,无,无,2021-11-03 11:25,微博 weibo.com,1,0,1
KFI3C6NHD,【布大Offer】学生：叔，报一个offer，布大机器人。十月中旬被它拒过一次，argue之后今天发来offer了 con2：1！bg：中外合作，机械，英方均分73      布大是我的保底学校，之前被它拒挺搞心态的  ,,无,无,无,2021-11-03 11:21,微博 weibo.com,19,0,29
KFHZ9Abps,【香港申请】学生：投稿攒好运  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1gw1ri7z0toj20gg0zkdgc.jpg,无,无,2021-11-03 11:10,微博 weibo.com,29,0,20
KFHR2ChMk,"【杜伦Offer】学生：叔！报一个杜伦offer ，今年第一个！专业：MA Intercultural communication and education bg:双非一本 均分4.02 雅思7.5（6.5） 12.14交留位费 还想等等其他offer,本人是很喜欢杜伦，但是专业没有特别满意！还是报来攒攒人品！希望大家都能申请到心仪的学校[开学季][开学季][开学季] ",,无,无,无,2021-11-03 10:50,微博 weibo.com,6,0,7
KFHGBuH7B,【英国】UCL的申请系统暂时崩了，估计在维护。  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1gw1r0tvisej20rw0dbdhf.jpg,无,无,2021-11-03 10:24,微博 weibo.com,29,2,1
KFDx8qrp1,【香港申请】学生：大家好，我想问下大家，中介不给账号密码如果想自己投的话是重新申请一个账号吗？申请同一个学校可以用不同账号和邮箱么？谢谢！  ,,无,无,无,2021-11-02 23:50,微博 weibo.com,71,0,27
KFDt5gp3t,【英国申请】学生：大家好，我本科是双非一本财经，本校加英国大学双学位，请问申请可以以英本学生身份只提交英本成绩单申请吗？这种情况下如果本校学位被卡list还能以英国大学学位申请吗？谢谢！  ,,无,无,无,2021-11-02 23:40,微博 weibo.com,12,0,24
KFDkY5kMz,【曼大申请】学生：大家好，我想请教一下，曼大环发dep如果不在list上面还值得尝试吗？学校在其他榜单排名200前  ,,无,无,无,2021-11-02 23:20,微博 weibo.com,34,0,8
KFDgU0XZy,【利兹申请】学生：大家好，我想发个wb问一下大家利兹传媒专业，比如new media和 其他几个media专业，收到offer的大家都等了多久呀我10.3申请的，快一个月了还没有动静，所以想问问，谢谢！  ,,无,无,无,2021-11-02 23:10,微博 weibo.com,3,0,24
KFD8N5hEl,【南安Offer】学生：收到南安offer雅思要求写作6.5，可是我写作只有6，而且写作一直是弱项，阅读听力7，口语6。想问问是建议继续考雅思还是转PTE呢？还想问问南安语言班就读体验！谢谢叔！offer:南安 project managementbg:双非双一流 均分83.5 物流工程tl:10.12-10.29（因为申请了两个专业，学校10.25发邮件问想被优先处理哪个专业） ,,无,无,无,2021-11-02 22:50,微博 weibo.com,12,1,12
KFD4JfeSo,【英国申请】学生：大家好，想投稿问一下大家的意见，谢谢！  原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1gw102rtd1ij20hs12itc2.jpg,无,无,2021-11-02 22:40,微博 weibo.com,9,1,16
